id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,output_vessel
IZRR3319354,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
HCDM6714158,40,hazardous,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
NHXQ5639222,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
IHTW2897493,20,dry,full,light,deep_sea,rail,import,washing,Jana DUS,
FSPK7656366,20,dry,full,heavy,deep_sea,truck,import,,Jana DUS,
RYAX7756247,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
EHBS8582821,40,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
PWBU7489536,20,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
ZHNF1816279,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
FRTB5859397,20,dry,full,medium,deep_sea,truck,import,strip,Jana DUS,
ENPC1497152,20,dry,full,light,deep_sea,truck,import,,Jana DUS,
FSUF6254286,20,hazardous,full,light,deep_sea,truck,import,,Jana DUS,
GSRD8988222,40,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
VDOY5459317,40,hazardous,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
WRPT2537144,40,dry,full,heavy,deep_sea,rail,import,washing,Jana DUS,
ZZTD1172375,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
BNGX6397139,40,dry,empty,medium,deep_sea,truck,import,seal,Jana DUS,
MURP2876473,20,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
AESC2639494,40,hazardous,full,light,deep_sea,truck,import,customs,Jana DUS,
WXKM1962211,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
FZZY7827825,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
TFEB1743971,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
BMHB5526248,40,dry,empty,medium,deep_sea,rail,import,strip,Jana DUS,
OKJX2319738,40,dry,full,heavy,deep_sea,truck,import,,Jana DUS,
JTIL1563979,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
KDFO8954686,40,dry,full,light,deep_sea,feeder,waterside_transshipment,customs,Jana DUS,
KNTE7616372,40,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
YIQF5725282,40,dry,full,heavy,deep_sea,rail,import,strip,Jana DUS,
HGCD2119441,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
DHKY5817466,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
CQZW4743852,20,dry,full,heavy,deep_sea,truck,import,customs,Jana DUS,
WXQU6151713,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
CTRJ4148529,40,dry,full,heavy,deep_sea,rail,import,seal,Jana DUS,
WITW8329833,40,reefer,full,light,deep_sea,rail,import,seal,Jana DUS,
BVZO7266137,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
VBDG7428792,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
LELD1889419,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
ZCLI3312866,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,customs,Jana DUS,
DRGJ4331819,40,dry,full,heavy,deep_sea,truck,import,,Jana DUS,
HHTR6635833,20,hazardous,full,light,deep_sea,rail,import,customs,Jana DUS,
DGRX3386245,20,dry,full,light,deep_sea,truck,import,washing,Jana DUS,
FNYY1643451,20,dry,full,heavy,deep_sea,truck,import,,Jana DUS,
YZVY4389718,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
YDSG4234799,40,reefer,full,medium,deep_sea,rail,import,customs,Jana DUS,
UFUY2824298,20,reefer,full,medium,deep_sea,truck,import,seal,Jana DUS,
KMKQ7218825,40,dry,full,medium,deep_sea,truck,import,,Jana DUS,
QZQU3416676,20,dry,empty,light,deep_sea,truck,import,,Jana DUS,
STNO5295731,40,dry,full,light,deep_sea,truck,import,washing,Jana DUS,
QNXQ9834585,40,dry,full,medium,deep_sea,rail,import,strip,Jana DUS,
CTVY6712794,20,dry,full,heavy,deep_sea,truck,import,washing,Jana DUS,
VKML7247119,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
HQNH3986116,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
UTOK9579446,40,dry,full,light,deep_sea,rail,import,washing,Jana DUS,
JQNH7943413,40,dry,full,medium,deep_sea,truck,import,seal,Jana DUS,
IREZ2516456,40,dry,full,light,deep_sea,truck,import,,Jana DUS,
EENK3531286,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,strip,Jana DUS,
JDVX7924563,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
ZWRQ7341975,40,hazardous,full,light,deep_sea,feeder,waterside_transshipment,strip,Jana DUS,
KSOU8183322,40,dry,full,light,deep_sea,truck,import,,Jana DUS,
PWDS8579378,40,dry,full,light,deep_sea,rail,import,strip,Jana DUS,
LBFW5738124,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
PGRH6175481,20,dry,empty,medium,deep_sea,rail,import,strip,Jana DUS,
YYYM7891968,40,dry,full,medium,deep_sea,truck,import,,Jana DUS,
FQIE5329239,40,dry,full,heavy,deep_sea,rail,import,seal,Jana DUS,
GJOY6226215,20,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
VFLL6282583,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
ZSKW7528937,40,hazardous,full,medium,deep_sea,rail,import,seal,Jana DUS,
XDJX4162424,40,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
UALL6546646,20,hazardous,empty,light,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
EVKA1285964,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
QWOG4374938,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
KESP8275286,40,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
XCMP3285527,40,reefer,full,medium,deep_sea,rail,import,,Jana DUS,
CREG9233331,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
QOEJ5289581,20,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
GFNH8472966,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,stuff,Jana DUS,
LQIY4753763,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
KYQF8556835,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
GWEA2336531,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
OSUQ7572245,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
JNEJ9114153,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,stuff,Jana DUS,
WETN8896316,40,dry,full,light,deep_sea,truck,import,washing,Jana DUS,
ZKNR3527463,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
KJTV5184442,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
IUBF1472396,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
UYJN2438461,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
JJWH2537485,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,Jana DUS,
ZRXE2353455,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
NHGD1233657,40,dry,empty,medium,deep_sea,rail,import,washing,Jana DUS,
QOUM7664717,40,dry,full,light,deep_sea,rail,import,customs,Jana DUS,
YRTP4995965,20,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
RCBK6576878,20,dry,empty,medium,deep_sea,rail,import,,Jana DUS,
RIPD9837999,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
WTBM1348664,40,dry,empty,medium,deep_sea,rail,import,stuff,Jana DUS,
CYDK8849575,40,dry,full,medium,deep_sea,truck,import,,Jana DUS,
PMGL6667293,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
LTPM1568298,40,dry,full,light,deep_sea,rail,import,customs,Jana DUS,
AFRM7955886,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
ULEW5581268,20,dry,full,heavy,deep_sea,rail,import,customs,Jana DUS,
WKCM9843984,20,reefer,full,heavy,deep_sea,rail,import,washing,Jana DUS,
IMIK4816794,40,reefer,empty,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
CJJV8895212,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
ZCUZ6299966,40,dry,empty,heavy,deep_sea,rail,import,,Jana DUS,
CJEL9254725,40,reefer,full,heavy,deep_sea,feeder,waterside_transshipment,washing,Jana DUS,
LPNX3372282,20,dry,empty,light,deep_sea,truck,import,seal,Jana DUS,
LNTZ8935114,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
IUDI2483979,40,dry,full,medium,deep_sea,truck,import,stuff,Jana DUS,
LZMX7954567,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
NXYJ9752422,40,dry,full,light,deep_sea,rail,import,washing,Jana DUS,
HTWY4744861,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
RBHC5381286,40,hazardous,full,medium,deep_sea,rail,import,washing,Jana DUS,
FFWO9993352,40,dry,full,heavy,deep_sea,rail,import,,Jana DUS,
QFNJ8451174,40,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
HURQ2244289,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
ZXXH9158415,20,dry,empty,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
YRJI7874873,40,dry,empty,heavy,deep_sea,rail,import,,Jana DUS,
QXJL9395747,40,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
KUOY6392441,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
UJXL2398984,40,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
MHZJ3254558,20,dry,full,heavy,deep_sea,truck,import,washing,Jana DUS,
YDIU2887729,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
FNJW2829461,20,reefer,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
EZZD5156375,20,hazardous,full,medium,deep_sea,truck,import,,Jana DUS,
HCFP2232632,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
YFIU2829116,40,reefer,full,heavy,deep_sea,rail,import,strip,Jana DUS,
XINX3184466,20,reefer,full,medium,deep_sea,rail,import,seal,Jana DUS,
BXQM8128686,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
GAKY8639292,40,dry,empty,light,deep_sea,rail,import,seal,Jana DUS,
SNWS7134834,40,dry,full,medium,deep_sea,truck,import,,Jana DUS,
SBOI4787358,40,dry,full,medium,deep_sea,truck,import,washing,Jana DUS,
RONB4522562,20,dry,full,heavy,deep_sea,rail,import,seal,Jana DUS,
CPFJ8518986,40,hazardous,empty,medium,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
AYOD2232221,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
EXHN2264791,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
WSRY7778811,40,dry,empty,medium,deep_sea,rail,import,,Jana DUS,
LAJP8176623,20,hazardous,full,light,deep_sea,rail,import,seal,Jana DUS,
FDSR5329442,40,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
ATES9251927,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
ETTX6531126,40,dry,empty,light,deep_sea,rail,import,stuff,Jana DUS,
GBKI4352974,40,hazardous,full,medium,deep_sea,rail,import,,Jana DUS,
VZLG5733294,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
OSNA9521996,40,dry,empty,medium,deep_sea,rail,import,strip,Jana DUS,
UEOU7926118,40,dry,full,medium,deep_sea,truck,import,stuff,Jana DUS,
FJZL6996899,20,dry,full,medium,deep_sea,rail,import,,Jana DUS,
QQMV7128836,40,dry,empty,heavy,deep_sea,rail,import,stuff,Jana DUS,
ZVNU4256812,40,dry,full,heavy,deep_sea,rail,import,strip,Jana DUS,
SBHT6868898,40,reefer,full,medium,deep_sea,truck,import,seal,Jana DUS,
KCFH9335948,20,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
EVGR2314766,40,reefer,full,medium,deep_sea,truck,import,stuff,Jana DUS,
XNLI1249476,40,dry,full,light,deep_sea,truck,import,,Jana DUS,
URRX8837887,20,hazardous,full,light,deep_sea,rail,import,,Jana DUS,
AEHY6479968,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
QUKD7984855,40,dry,full,light,deep_sea,rail,import,washing,Jana DUS,
NNIR6616986,40,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
PDUL6318989,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
UKMR7122527,20,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
DNOT7742415,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
GZVP4498296,20,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,Jana DUS,
EENI1698411,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
KZBK8941912,20,reefer,full,medium,deep_sea,rail,import,strip,Jana DUS,
PCWU6291753,40,reefer,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
HGFC6956845,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
PATM9735325,40,reefer,full,light,deep_sea,rail,import,washing,Jana DUS,
PRBQ1217883,20,dry,empty,light,deep_sea,truck,import,,Jana DUS,
RBHT1715935,40,dry,full,medium,deep_sea,truck,import,strip,Jana DUS,
QKXK8521776,40,dry,full,light,deep_sea,rail,import,seal,Jana DUS,
CYCY7916853,40,dry,full,light,deep_sea,rail,import,customs,Jana DUS,
FOAG1469931,40,dry,full,heavy,deep_sea,rail,import,stuff,Jana DUS,
VDGX9588233,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
WFEZ3718754,20,dry,full,light,deep_sea,truck,import,customs,Jana DUS,
PEMO9777927,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
GWMI9963279,40,dry,full,light,deep_sea,truck,import,customs,Jana DUS,
IFZW1713599,20,dry,empty,heavy,deep_sea,rail,import,customs,Jana DUS,
SNKD9956669,40,dry,full,heavy,deep_sea,rail,import,seal,Jana DUS,
OTAJ6171293,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
PFXZ3791185,40,dry,full,heavy,deep_sea,rail,import,seal,Jana DUS,
XFUW2493779,40,dry,full,heavy,deep_sea,rail,import,customs,Jana DUS,
CMCB7459949,40,hazardous,full,heavy,deep_sea,rail,import,,Jana DUS,
AYLV3512412,20,hazardous,empty,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
KFPN7195313,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
AWLY4591638,40,dry,empty,heavy,deep_sea,truck,import,,Jana DUS,
GLXI1271117,40,dry,empty,medium,deep_sea,truck,import,strip,Jana DUS,
LGZO9179677,20,dry,full,medium,deep_sea,rail,import,,Jana DUS,
CJIQ4712119,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
HWQG2722812,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
UNPL1863773,40,reefer,full,heavy,deep_sea,rail,import,customs,Jana DUS,
AQFP9436371,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
HDUI5135655,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
HBLT8676511,20,hazardous,full,medium,deep_sea,rail,import,customs,Jana DUS,
SCPQ9685333,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
WVVR8771543,20,dry,empty,medium,deep_sea,rail,import,,Jana DUS,
EPUI3413656,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
ZSMC3393684,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
HRVP9121331,20,dry,full,light,deep_sea,truck,import,customs,Jana DUS,
HKEC7916979,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
DNUQ7976685,20,dry,full,light,deep_sea,truck,import,washing,Jana DUS,
MMJU9429333,20,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
ORGV5438573,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
UOTZ3911969,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
EWZW6116233,20,dry,full,medium,deep_sea,truck,import,seal,Jana DUS,
JLUK4961892,20,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
VIBM8176726,20,reefer,full,medium,deep_sea,rail,import,strip,Jana DUS,
NWGC6478637,40,dry,empty,light,deep_sea,rail,import,,Jana DUS,
JKVG2933798,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
HCOH9895343,40,dry,full,light,deep_sea,truck,import,stuff,Jana DUS,
VMWE3376726,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
EFWW3462536,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
VAOK8982587,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
RPEF8879158,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
XWYB6883143,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
WGZX8482185,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
AXIY1637338,40,dry,full,heavy,deep_sea,truck,import,stuff,Jana DUS,
IQIX2618999,20,dry,full,heavy,deep_sea,rail,import,customs,Jana DUS,
PGXR6961859,20,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
GTBF9674394,40,dry,full,heavy,deep_sea,rail,import,stuff,Jana DUS,
NDIT4592294,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
DXFS9574158,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
YCSC6921452,20,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
PDBA9827952,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
MGDV7638737,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
GSLC9463249,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
DAOF3856596,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,Jana DUS,
ZWYE9386498,20,dry,empty,medium,deep_sea,truck,import,seal,Jana DUS,
WWXH1631729,40,dry,empty,heavy,deep_sea,rail,import,,Jana DUS,
ZKVU6317345,20,dry,full,heavy,deep_sea,rail,import,strip,Jana DUS,
EIWG2737282,40,hazardous,full,medium,deep_sea,truck,import,customs,Jana DUS,
ITCU8418432,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
GKZP6815157,20,dry,full,light,deep_sea,truck,import,,Jana DUS,
RVHG9223817,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
LHLU1743515,40,dry,empty,light,deep_sea,rail,import,customs,Jana DUS,
FAKS8282214,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
OYDK6889327,20,dry,empty,light,deep_sea,rail,import,washing,Jana DUS,
PYTQ5183637,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,washing,Jana DUS,
AJNS9536377,20,dry,full,light,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
HSPZ7131753,20,dry,full,heavy,deep_sea,rail,import,,Jana DUS,
ZJXY3641855,20,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
PJQH4769274,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
CPAC9748218,40,dry,full,light,deep_sea,rail,import,seal,Jana DUS,
EDYI8173872,20,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
NXLF5883337,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
QSFG3962828,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
RUDS7823561,40,dry,full,light,deep_sea,truck,import,washing,Jana DUS,
ISCK1224989,20,hazardous,full,light,deep_sea,rail,import,washing,Jana DUS,
FINO5227285,40,dry,empty,heavy,deep_sea,rail,import,,Jana DUS,
OQQA3166494,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
QYFE4625585,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
VPQS8347591,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
SPMB2859994,20,hazardous,empty,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
KPOR7237776,20,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
WIDB4473455,20,dry,full,light,deep_sea,truck,import,,Jana DUS,
YHXD3847927,40,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
FUER5571594,20,dry,full,medium,deep_sea,rail,import,seal,Jana DUS,
SAMP3944235,20,dry,full,medium,deep_sea,truck,import,customs,Jana DUS,
HJNK7177736,40,reefer,empty,light,deep_sea,rail,import,washing,Jana DUS,
IXND7361485,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
ERLH3736448,40,reefer,full,heavy,deep_sea,truck,import,strip,Jana DUS,
OPNS3263177,40,dry,full,light,deep_sea,rail,import,seal,Jana DUS,
KIBQ1615619,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
BDXA2645533,40,hazardous,full,heavy,deep_sea,truck,import,,Jana DUS,
YEXJ1382714,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
WYXA2988334,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
PRAK5293712,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
DROZ8272555,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
KCAV4244584,20,dry,full,light,deep_sea,truck,import,stuff,Jana DUS,
MCNI3619977,20,dry,full,medium,deep_sea,rail,import,washing,Jana DUS,
RSGC1635174,40,reefer,empty,medium,deep_sea,rail,import,washing,Jana DUS,
TWTB1863248,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
LVCR8382673,20,dry,full,light,deep_sea,truck,import,seal,Jana DUS,
BVMI3156846,40,dry,full,light,deep_sea,feeder,waterside_transshipment,washing,Jana DUS,
UJZT4697662,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jana DUS,
BIDP7988312,40,reefer,full,medium,deep_sea,rail,import,,Jana DUS,
DEAQ6838996,40,reefer,full,light,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
DOXG8696461,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
THKI2542476,40,dry,full,heavy,deep_sea,rail,import,,Jana DUS,
XNQS3983737,20,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
SGRE6955566,20,reefer,full,light,deep_sea,rail,import,,Jana DUS,
BDNK6142328,40,hazardous,full,light,deep_sea,rail,import,,Jana DUS,
HBOF7395166,40,dry,full,medium,deep_sea,rail,import,customs,Jana DUS,
ALIH2266831,40,dry,empty,medium,deep_sea,rail,import,stuff,Jana DUS,
UCWC8175148,20,reefer,empty,heavy,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
DQNS8527157,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
LMOQ4948649,20,dry,empty,medium,deep_sea,rail,import,seal,Jana DUS,
FMYE1898616,40,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
YCIB8581355,40,hazardous,full,medium,deep_sea,rail,import,customs,Jana DUS,
FFFV3868578,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,Jana DUS,
XAWI4428475,20,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Jana DUS,
BYVQ2574787,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
ARER6659759,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,stuff,Jana DUS,
RKRS7538758,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
VOAC2817368,40,reefer,full,light,deep_sea,rail,import,customs,Jana DUS,
AKHY6353332,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
ZESN5329282,20,dry,empty,heavy,deep_sea,truck,import,customs,Jana DUS,
RBWA1472938,40,hazardous,full,heavy,deep_sea,rail,import,,Jana DUS,
QUQH6249521,40,dry,empty,medium,deep_sea,rail,import,stuff,Jana DUS,
PDAB1386729,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
BDUA2552196,40,dry,full,light,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
HHFQ7481124,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
BQDS2327686,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
OWMU5852223,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Jana DUS,
MIFC7535483,20,dry,empty,medium,deep_sea,truck,import,,Jana DUS,
YQXK2549958,40,dry,full,light,deep_sea,rail,import,,Jana DUS,
JVRN2283871,40,dry,full,light,deep_sea,rail,import,seal,Jana DUS,
IFGI2615399,40,dry,empty,light,deep_sea,rail,import,seal,Jana DUS,
KSDT2317393,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
YOFX2499545,20,dry,full,light,deep_sea,rail,import,,Jana DUS,
RQGZ8816886,40,reefer,empty,medium,deep_sea,feeder,waterside_transshipment,strip,Jana DUS,
NLIJ6851526,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,Jana DUS,
ZJKG4233627,40,hazardous,empty,light,deep_sea,truck,import,stuff,Jana DUS,
FQVJ2945382,20,reefer,full,medium,deep_sea,rail,import,washing,Jana DUS,
PCTF5366532,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,Jana DUS,
QMEZ6973444,40,reefer,full,medium,deep_sea,rail,import,,Jana DUS,
GCHI9732981,20,dry,empty,heavy,deep_sea,rail,import,seal,Jana DUS,
PUUK9684919,20,reefer,full,medium,deep_sea,feeder,waterside_transshipment,,Jana DUS,
RXBY4861998,40,dry,full,medium,deep_sea,rail,import,,Jana DUS,
WOXP4387643,40,dry,full,light,deep_sea,rail,import,stuff,Jana DUS,
BTCG9294784,40,dry,full,light,deep_sea,feeder,waterside_transshipment,customs,Jana DUS,
VXUT4858863,20,dry,full,heavy,deep_sea,rail,import,customs,Jana DUS,
RHBK7319829,40,dry,full,light,deep_sea,rail,import,seal,Jana DUS,
RDKA4739127,20,dry,full,heavy,deep_sea,rail,import,washing,Jana DUS,
XPUR6841853,20,reefer,full,heavy,deep_sea,rail,import,stuff,Jana DUS,
HPGH8722714,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jana DUS,
RRKT3648875,40,dry,full,light,deep_sea,truck,import,stuff,Jana DUS,
FFWU1492983,20,dry,full,light,deep_sea,rail,import,strip,Jana DUS,
CQKQ8568864,40,dry,empty,light,truck,deep_sea,export,,,Green Anton
PBPF4252942,40,dry,full,medium,rail,deep_sea,export,washing,,Green Anton
