Dataset;Name;"Time IN";"Time OUT";Size;Status;Type;Service;Direction;Weight;"Mode IN";"Mode OUT";"Carrier IN";"Carrier OUT";"Service IN";"Service OUT";"Liner IN";"Liner OUT";Position;PoD;Block;X1;X2;Y1;Y2;Z1;Z2
Advanced;NJCW5833633;"2023-09-25 15:58:12";"2023-10-06 20:23:12";"40ft (feu)";full;dry;seal;export;heavy;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;JMUG7412281;"2023-09-23 19:50:12";"2023-10-07 10:58:12";"20ft (teu)";full;reefer;customs;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;YXMU2788626;"2023-09-25 10:34:12";"2023-10-07 13:34:12";"20ft (teu)";full;dry;"washing, seal";export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;FCCZ2997267;"2023-09-22 18:30:12";"2023-10-06 22:29:12";"40ft (feu)";full;dry;;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;XZEG1265276;"2023-09-27 06:12:12";"2023-10-07 01:22:12";"40ft (feu)";full;dry;"washing, stuff";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NFYJ2149983;"2023-10-05 15:35:12";"2023-10-06 20:09:12";"40ft (feu)";empty;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NFBN4727963;"2023-09-28 00:31:12";"2023-10-07 06:17:12";"20ft (teu)";empty;dry;customs;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;YUSV8111169;"2023-09-30 10:08:12";"2023-10-06 18:58:12";"40ft (feu)";full;dry;"washing, seal, customs, stuff";export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;IUDL2289258;"2023-09-27 23:42:12";"2023-10-07 06:13:12";"20ft (teu)";full;dry;;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CDCL8163626;"2023-10-05 08:08:12";"2023-10-07 04:58:12";"20ft (teu)";full;dry;stuff;"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;EXNT7447751;"2023-09-28 11:54:12";"2023-10-07 04:02:12";"40ft (feu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WCDB9687346;"2023-09-30 02:40:12";"2023-10-06 19:37:12";"40ft (feu)";full;dry;customs;export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;BSQK6248998;"2023-10-03 19:41:12";"2023-10-07 13:58:12";"40ft (feu)";empty;dry;customs;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;YKPG6592714;"2023-10-05 04:09:12";"2023-10-07 01:47:12";"20ft (teu)";full;dry;strip;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;YJTT6575526;"2023-09-24 04:40:12";"2023-10-06 21:31:12";"40ft (feu)";full;reefer;;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MFII5914869;"2023-09-23 21:30:12";"2023-10-07 09:14:12";"20ft (teu)";full;dry;"seal, customs, strip, stuff";"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WXEW4778172;"2023-09-22 08:45:12";"2023-10-07 03:58:12";"40ft (feu)";empty;"dry, reefer";customs;export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;DQDV8497192;"2023-09-25 14:47:12";"2023-10-06 21:53:12";"40ft (feu)";full;"dry, hazardous";customs;"ws ts";heavy;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;VLLS5669734;"2023-10-02 22:17:12";"2023-10-07 03:46:12";"20ft (teu)";full;dry;strip;"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;DZSO8998334;"2023-09-27 09:42:12";"2023-10-07 08:37:12";"40ft (feu)";empty;dry;"customs, stuff";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;EKXX9382278;"2023-09-23 15:22:12";"2023-10-06 18:56:12";"40ft (feu)";empty;dry;stuff;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PLAD8165573;"2023-09-24 07:24:12";"2023-10-07 04:29:12";"40ft (feu)";full;dry;seal;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ICSI7758546;"2023-10-01 13:37:12";"2023-10-06 22:17:12";"40ft (feu)";full;dry;"washing, customs";export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NLFM7551479;"2023-09-22 23:03:12";"2023-10-07 09:11:12";"20ft (teu)";full;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RIFU6752937;"2023-10-03 00:44:12";"2023-10-06 21:53:12";"20ft (teu)";empty;dry;"customs, stuff";"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;GGFY7699321;"2023-09-27 00:49:12";"2023-10-07 10:34:12";"40ft (feu)";empty;dry;;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ETPF3768323;"2023-09-25 04:50:12";"2023-10-07 00:38:12";"40ft (feu)";full;dry;washing;"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PVMT8849848;"2023-09-29 07:42:12";"2023-10-06 20:47:12";"40ft (feu)";empty;dry;"customs, strip, stuff";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ZVTN7754664;"2023-10-02 17:34:12";"2023-10-06 23:09:12";"20ft (teu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CIKB7167473;"2023-10-03 05:27:12";"2023-10-07 02:43:12";"40ft (feu)";empty;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;BDWK9893239;"2023-10-06 05:21:12";"2023-10-07 10:56:12";"40ft (feu)";full;dry;customs;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MMHC5154333;"2023-09-30 03:01:12";"2023-10-06 21:13:12";"20ft (teu)";full;dry;seal;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;DRWZ2678242;"2023-10-01 14:47:12";"2023-10-07 02:09:12";"40ft (feu)";full;dry;"seal, customs, strip";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;SDCM6783352;"2023-09-24 07:37:12";"2023-10-07 02:23:12";"40ft (feu)";full;dry;customs;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;KNEG7722144;"2023-09-21 19:48:12";"2023-10-07 13:19:12";"40ft (feu)";empty;dry;seal;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MQSC4685949;"2023-10-06 09:41:12";"2023-10-06 20:20:12";"40ft (feu)";full;"dry, reefer";"strip, stuff";"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PQTP3898647;"2023-10-02 12:03:12";"2023-10-07 09:23:12";"40ft (feu)";empty;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;OOTN1748932;"2023-09-25 23:24:12";"2023-10-07 12:10:12";"40ft (feu)";full;dry;seal;"ws ts";light;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MKEL7834213;"2023-09-24 03:43:12";"2023-10-07 00:23:12";"40ft (feu)";full;dry;strip;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;QQKG5339912;"2023-09-23 21:26:12";"2023-10-07 06:18:12";"40ft (feu)";full;"dry, hazardous";customs;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ILSL3177174;"2023-09-22 02:34:12";"2023-10-07 13:18:12";"20ft (teu)";full;hazardous;stuff;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;JHYF2549585;"2023-09-26 16:37:12";"2023-10-07 00:30:12";"20ft (teu)";full;dry;"seal, customs";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RUGS8615689;"2023-09-21 21:56:12";"2023-10-07 10:16:12";"40ft (feu)";full;dry;"seal, customs";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;KHFG7861585;"2023-10-01 08:38:12";"2023-10-06 21:49:12";"40ft (feu)";full;"dry, reefer";;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;KDNQ3321892;"2023-10-05 05:22:12";"2023-10-07 11:39:12";"40ft (feu)";full;dry;"washing, customs, strip, stuff";"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;LUTD9398689;"2023-10-04 00:37:12";"2023-10-06 18:52:12";"40ft (feu)";full;dry;washing;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MXBO3293498;"2023-09-27 12:56:12";"2023-10-07 02:21:12";"40ft (feu)";full;dry;stuff;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;LTFQ2328293;"2023-09-23 20:27:12";"2023-10-07 11:16:12";"20ft (teu)";full;dry;;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CDLU6589675;"2023-09-22 19:07:12";"2023-10-07 05:28:12";"40ft (feu)";empty;dry;"washing, customs";export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UWUX2187883;"2023-09-25 16:53:12";"2023-10-07 08:26:12";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;XHFA8636362;"2023-09-28 22:47:12";"2023-10-07 02:35:12";"40ft (feu)";full;dry;"seal, stuff";"ws ts";light;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UXSE1298742;"2023-09-27 20:30:12";"2023-10-06 20:27:12";"40ft (feu)";empty;dry;;"ws ts";heavy;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UUVZ5981279;"2023-10-04 20:30:12";"2023-10-07 04:24:12";"40ft (feu)";full;dry;customs;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WIXS8433772;"2023-09-30 12:32:12";"2023-10-07 03:38:12";"20ft (teu)";full;dry;customs;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;TOWK8854863;"2023-10-06 14:37:12";"2023-10-07 02:36:12";"40ft (feu)";empty;"dry, reefer, tank";washing;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;TXIQ5387696;"2023-09-26 03:27:12";"2023-10-07 08:49:12";"40ft (feu)";full;dry;"seal, strip";export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;HTSY1438161;"2023-09-22 23:07:12";"2023-10-06 19:02:12";"20ft (teu)";empty;"dry, hazardous";seal;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;FQGK9749286;"2023-09-23 16:55:12";"2023-10-07 08:04:12";"40ft (feu)";full;dry;"washing, seal";export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;GILD5648792;"2023-10-05 06:43:12";"2023-10-07 06:08:12";"40ft (feu)";full;reefer;customs;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RZRC8132844;"2023-10-06 00:21:12";"2023-10-06 23:21:12";"40ft (feu)";full;"dry, hazardous";washing;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UDFL7419158;"2023-10-02 06:22:12";"2023-10-07 08:38:12";"20ft (teu)";full;dry;washing;"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;BTWF2192749;"2023-09-26 21:10:12";"2023-10-07 07:06:12";"40ft (feu)";empty;dry;;export;heavy;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MPVT4192554;"2023-09-28 23:40:12";"2023-10-07 11:29:12";"20ft (teu)";full;dry;"washing, seal, customs";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UJQP8814352;"2023-09-30 16:46:12";"2023-10-06 21:03:12";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ZSLO9816186;"2023-09-27 16:47:12";"2023-10-06 20:46:12";"40ft (feu)";full;reefer;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ILGA4467239;"2023-09-23 19:30:12";"2023-10-07 13:28:12";"40ft (feu)";empty;dry;customs;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;KKBC1677422;"2023-09-27 08:26:12";"2023-10-07 00:00:12";"40ft (feu)";full;dry;"washing, seal, stuff";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;XAFR5794744;"2023-09-25 01:05:12";"2023-10-06 19:55:12";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;OECH9818481;"2023-10-02 21:52:12";"2023-10-07 13:27:12";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;FETZ7693475;"2023-10-04 10:09:12";"2023-10-07 00:31:12";"40ft (feu)";full;dry;"washing, seal, customs";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;VISG5127913;"2023-10-01 04:55:12";"2023-10-07 09:57:12";"40ft (feu)";full;dry;customs;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;BTWE5764268;"2023-09-25 21:08:12";"2023-10-07 13:46:12";"20ft (teu)";full;dry;"washing, strip, stuff";export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;FOYR4298386;"2023-09-30 15:05:12";"2023-10-07 09:31:12";"40ft (feu)";full;dry;washing;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WNPS7319775;"2023-09-26 01:27:12";"2023-10-06 21:18:12";"40ft (feu)";full;dry;washing;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ZSGF3263648;"2023-09-29 12:00:12";"2023-10-07 10:56:12";"40ft (feu)";full;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PWZN5341853;"2023-10-06 12:16:12";"2023-10-07 02:02:12";"40ft (feu)";empty;dry;"washing, strip";"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UZIN6486523;"2023-09-29 14:49:12";"2023-10-07 03:24:12";"20ft (teu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;SGLO6187628;"2023-10-04 20:44:12";"2023-10-06 19:00:12";"40ft (feu)";full;"reefer, tank";;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ZLZV2371536;"2023-10-02 11:20:12";"2023-10-06 20:45:12";"40ft (feu)";full;dry;"strip, stuff";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;AUZJ3647559;"2023-09-22 19:13:12";"2023-10-07 00:30:12";"20ft (teu)";full;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CNYB5275898;"2023-09-29 20:26:12";"2023-10-06 20:16:12";"40ft (feu)";full;dry;"seal, strip";"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WWXK9828921;"2023-10-05 01:48:12";"2023-10-06 20:34:12";"20ft (teu)";full;dry;seal;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;OHCV2563193;"2023-10-01 23:52:12";"2023-10-06 20:16:12";"40ft (feu)";full;dry;washing;export;heavy;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;UXMX7623217;"2023-10-05 05:08:12";"2023-10-06 22:23:12";"40ft (feu)";full;"dry, reefer";washing;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WMKI4562843;"2023-09-30 16:46:12";"2023-10-07 08:52:12";"40ft (feu)";full;dry;seal;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;QXKJ7923957;"2023-09-23 22:31:12";"2023-10-06 19:59:12";"20ft (teu)";full;dry;seal;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;LHYS3846568;"2023-09-26 21:29:12";"2023-10-07 12:09:12";"20ft (teu)";full;dry;washing;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;AJYH9667372;"2023-09-23 01:21:12";"2023-10-07 00:55:12";"20ft (teu)";empty;dry;washing;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;QTEE5815722;"2023-10-02 19:41:12";"2023-10-07 13:17:12";"40ft (feu)";full;dry;washing;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PREY1593516;"2023-10-02 12:02:12";"2023-10-07 01:25:12";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;GMPV7753189;"2023-10-03 23:42:12";"2023-10-06 18:49:12";"40ft (feu)";full;dry;"washing, seal";export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;YDBS2648785;"2023-10-03 07:02:12";"2023-10-07 08:08:12";"40ft (feu)";empty;"dry, reefer";;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;XCKS4777954;"2023-09-29 01:32:12";"2023-10-07 01:39:12";"40ft (feu)";full;"dry, reefer";strip;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MTQU4765679;"2023-10-03 12:50:12";"2023-10-06 22:54:12";"40ft (feu)";full;"dry, reefer";;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NUTN9119671;"2023-09-28 09:45:12";"2023-10-07 07:29:12";"20ft (teu)";full;dry;;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;QEYT5473537;"2023-10-04 23:22:12";"2023-10-06 19:20:12";"40ft (feu)";full;dry;"washing, stuff";"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;DAYO1723793;"2023-09-26 23:40:12";"2023-10-06 23:59:12";"40ft (feu)";full;dry;stuff;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NITZ7734193;"2023-10-02 20:45:12";"2023-10-06 20:58:12";"40ft (feu)";full;dry;"washing, strip";"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;MLYM2186857;"2023-09-27 19:25:12";"2023-10-06 23:10:12";"40ft (feu)";full;"dry, hazardous";strip;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ERNL2971778;"2023-10-02 11:12:12";"2023-10-07 00:05:12";"20ft (teu)";full;dry;stuff;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;VTYR8949441;"2023-10-03 18:34:12";"2023-10-07 13:36:12";"20ft (teu)";full;dry;customs;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;OWTU6696677;"2023-09-29 08:53:12";"2023-10-07 09:10:12";"20ft (teu)";full;dry;strip;"ws ts";heavy;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NWJC6445811;"2023-10-02 04:40:12";"2023-10-07 04:23:12";"20ft (teu)";full;dry;stuff;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;LGNQ2652693;"2023-10-05 18:19:12";"2023-10-07 01:42:12";"40ft (feu)";full;dry;stuff;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RSFB6168988;"2023-09-27 04:09:12";"2023-10-07 03:26:12";"40ft (feu)";full;dry;customs;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;AYIS8526388;"2023-09-27 01:49:12";"2023-10-07 10:28:12";"40ft (feu)";full;dry;strip;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;GBRR9344341;"2023-10-06 12:26:12";"2023-10-07 13:56:12";"20ft (teu)";full;"dry, reefer";;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CION8591363;"2023-10-06 04:03:12";"2023-10-07 10:52:12";"20ft (teu)";full;reefer;;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WXMR3948687;"2023-10-03 10:57:12";"2023-10-07 12:35:12";"40ft (feu)";full;dry;"washing, strip";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;JWXR7978969;"2023-10-03 17:50:12";"2023-10-07 09:33:12";"20ft (teu)";full;dry;"washing, customs, stuff";export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;KVXW9253474;"2023-09-24 21:45:12";"2023-10-07 02:13:12";"40ft (feu)";empty;dry;seal;"ws ts";middle;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;XGMO1194399;"2023-10-04 04:02:12";"2023-10-06 19:36:12";"40ft (feu)";full;dry;"seal, customs";export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;HSQZ4279721;"2023-10-02 04:54:12";"2023-10-07 10:31:12";"40ft (feu)";full;reefer;seal;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ULSS3676545;"2023-09-29 08:06:12";"2023-10-07 13:33:12";"40ft (feu)";full;dry;seal;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;IVGE6757459;"2023-09-22 07:01:12";"2023-10-07 10:37:12";"20ft (teu)";full;dry;strip;export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NPJV5262249;"2023-09-27 09:35:12";"2023-10-07 02:29:12";"40ft (feu)";full;dry;stuff;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;HGQI8321252;"2023-10-03 13:01:12";"2023-10-07 02:48:12";"40ft (feu)";full;dry;stuff;"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NPAT5943758;"2023-09-23 03:01:12";"2023-10-07 04:56:12";"40ft (feu)";full;dry;"washing, strip";export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;NYDE1531182;"2023-10-01 07:20:12";"2023-10-06 18:47:12";"40ft (feu)";full;dry;;export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;PVYX7933921;"2023-10-02 06:38:12";"2023-10-07 03:03:12";"40ft (feu)";full;dry;washing;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;OWKB6783647;"2023-10-03 02:00:12";"2023-10-07 04:11:12";"20ft (teu)";full;dry;;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RFWZ2451634;"2023-09-30 11:43:12";"2023-10-07 09:19:12";"40ft (feu)";empty;dry;seal;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;HVZK2351176;"2023-10-06 13:32:12";"2023-10-07 09:01:12";"20ft (teu)";full;"dry, hazardous";"washing, stuff";"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;WBZE5566273;"2023-10-01 08:56:12";"2023-10-07 10:21:12";"20ft (teu)";full;dry;washing;"ws ts";light;Deepsea;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;EKHI8894643;"2023-09-30 02:33:12";"2023-10-06 23:33:12";"20ft (teu)";full;dry;washing;export;light;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RTSM1513847;"2023-10-02 01:40:12";"2023-10-07 12:36:12";"20ft (teu)";full;dry;strip;export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ICXA5386266;"2023-10-02 06:32:12";"2023-10-07 02:53:12";"40ft (feu)";full;dry;seal;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;IHKH8977652;"2023-10-01 07:43:12";"2023-10-07 02:29:12";"40ft (feu)";full;dry;customs;"ws ts";middle;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;ZFGH4319117;"2023-09-23 18:19:12";"2023-10-07 11:36:12";"40ft (feu)";full;"dry, reefer";"strip, stuff";export;light;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;RSYA4631617;"2023-09-22 01:34:12";"2023-10-07 07:06:12";"20ft (teu)";empty;dry;stuff;export;heavy;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;CJRH5514925;"2023-09-22 13:17:12";"2023-10-06 19:23:12";"20ft (teu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;AKGN9743412;"2023-10-04 15:00:12";"2023-10-07 01:12:12";"20ft (teu)";full;hazardous;"washing, customs, stuff";export;middle;Truck;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
Advanced;HRVO5316744;"2023-10-01 19:09:12";"2023-10-06 21:09:12";"40ft (feu)";full;dry;strip;export;middle;Rail;Deepsea;;"Green Anton";;ABC;;XLM;;;;;;;;;
